Student_ID,Student_Name,Stream,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Preferred_AI_Tool,Year_of_Study,Do_Professors_Allow_Use,Awareness_Level
2175,anaya,commerce,copilot,3.7,resume writing,4,1,gemini,1,no,5
2176,siya,science,chatgpt,0.8,mcq practice,4,-1,chatgpt,1,no,2
2176,siya,science,copilot,0.8,mcq practice,4,-1,chatgpt,1,no,2
2176,siya,science,chatgpt,0.8,projects,4,-1,chatgpt,1,no,2
2176,siya,science,copilot,0.8,projects,4,-1,chatgpt,1,no,2
2177,diya,pharmacy,copilot,3.1,exam prep,5,2,chatgpt,4,yes,1
2177,diya,pharmacy,copilot,3.1,notes,5,2,chatgpt,4,yes,1
2178,myra,science,gemini,4.4,assignments,1,-1,chatgpt,4,yes,6
2178,myra,science,midjourney,4.4,assignments,1,-1,chatgpt,4,yes,6
2178,myra,science,gemini,4.4,coding help,1,-1,chatgpt,4,yes,6
2178,myra,science,midjourney,4.4,coding help,1,-1,chatgpt,4,yes,6
2179,aadhya,management,gemini,1.2,content writing,4,-2,gemini,2,no,3
2179,aadhya,management,midjourney,1.2,content writing,4,-2,gemini,2,no,3
2180,riya,commerce,chatgpt,3.3,mcq practice,4,2,copilot,4,yes,8
2180,riya,commerce,chatgpt,3.3,projects,4,2,copilot,4,yes,8
2181,pari,law,chatgpt,2.6,content writing,2,-3,gemini,4,no,8
2181,pari,law,copilot,2.6,content writing,2,-3,gemini,4,no,8
2182,anika,law,chatgpt,2.6,content writing,2,-3,gemini,4,no,8
2182,anika,law,copilot,2.6,content writing,2,-3,gemini,4,no,8
2183,ira,pharmacy,gemini,2.2,learning new topics,2,3,other,4,yes,1
2183,ira,pharmacy,midjourney,2.2,learning new topics,2,3,other,4,yes,1
2184,meera,arts,chatgpt,0.8,exam prep,1,0,gemini,1,no,7
2184,meera,arts,chatgpt,0.8,notes,1,0,gemini,1,no,7
2185,saanvi,science,chatgpt,0.6,assignments,2,3,gemini,2,no,1
2185,saanvi,science,copilot,0.6,assignments,2,3,gemini,2,no,1
2185,saanvi,science,chatgpt,0.6,coding help,2,3,gemini,2,no,1
2185,saanvi,science,copilot,0.6,coding help,2,3,gemini,2,no,1
2186,navya,agriculture,chatgpt,3.3,learning new topics,4,-3,chatgpt,1,yes,9
2187,aarohi,law,gemini,3.4,learning new topics,2,0,other,1,no,4
2188,prisha,hotel-management,chatgpt,4.3,learning new topics,5,-3,gemini,4,yes,7
2189,ishita,medical,chatgpt,0.8,learning new topics,3,2,chatgpt,4,yes,5
2189,ishita,medical,copilot,0.8,learning new topics,3,2,chatgpt,4,yes,5
2190,rakhi,hotel-management,gemini,3.9,exam prep,4,3,gemini,4,yes,2
2190,rakhi,hotel-management,gemini,3.9,notes,4,3,gemini,4,yes,2
2191,ramya,hotel-management,gemini,3.9,exam prep,4,3,gemini,4,yes,2
2191,ramya,hotel-management,gemini,3.9,notes,4,3,gemini,4,yes,2
2192,sneha,science,gemini,2.8,learning new topics,4,2,gemini,3,yes,4
2193,divya,law,copilot,1.4,content writing,1,2,chatgpt,3,yes,9
2194,neha,law,gemini,1.5,learning new topics,5,-1,gemini,3,no,9
2194,neha,law,midjourney,1.5,learning new topics,5,-1,gemini,3,no,9
2195,pooja,engineering,gemini,2.6,assignments,4,2,other,2,yes,2
2195,pooja,engineering,gemini,2.6,coding help,4,2,other,2,yes,2
2196,kavya,hotel-management,gemini,2.0,content writing,3,1,gemini,3,yes,4
2197,aishwarya,hotel-management,gemini,2.0,content writing,3,1,gemini,3,yes,4
2198,shreya,pharmacy,chatgpt,0.5,exam prep,1,-1,gemini,3,no,4
2198,shreya,pharmacy,copilot,0.5,exam prep,1,-1,gemini,3,no,4
2198,shreya,pharmacy,chatgpt,0.5,notes,1,-1,gemini,3,no,4
2198,shreya,pharmacy,copilot,0.5,notes,1,-1,gemini,3,no,4
2199,nandini,pharmacy,gemini,3.2,mcq practice,4,-1,copilot,2,yes,7
2199,nandini,pharmacy,gemini,3.2,projects,4,-1,copilot,2,yes,7
2200,aarav,arts,chatgpt,2.6,assignments,5,2,chatgpt,2,no,6
2200,aarav,arts,chatgpt,2.6,coding help,5,2,chatgpt,2,no,6
2201,vivaan,management,chatgpt,1.1,doubt solving,4,2,chatgpt,4,no,6
2201,vivaan,management,gemini,1.1,doubt solving,4,2,chatgpt,4,no,6
2201,vivaan,management,copilot,1.1,doubt solving,4,2,chatgpt,4,no,6
2201,vivaan,management,chatgpt,1.1,resume writing,4,2,chatgpt,4,no,6
2201,vivaan,management,gemini,1.1,resume writing,4,2,chatgpt,4,no,6
2201,vivaan,management,copilot,1.1,resume writing,4,2,chatgpt,4,no,6
2202,aditya,hotel-management,chatgpt,4.2,mcq practice,4,-1,copilot,4,yes,4
2202,aditya,hotel-management,chatgpt,4.2,projects,4,-1,copilot,4,yes,4
2203,vihaan,science,gemini,2.4,doubt solving,5,1,gemini,4,yes,7
2203,vihaan,science,gemini,2.4,resume writing,5,1,gemini,4,yes,7
2204,arjun,medical,gemini,1.5,assignments,5,2,copilot,4,no,3
2204,arjun,medical,gemini,1.5,coding help,5,2,copilot,4,no,3
2205,sai,engineering,gemini,3.3,mcq practice,2,3,chatgpt,4,no,9
2205,sai,engineering,gemini,3.3,projects,2,3,chatgpt,4,no,9
2206,reyansh,pharmacy,chatgpt,2.3,exam prep,2,1,copilot,3,yes,9
2206,reyansh,pharmacy,chatgpt,2.3,notes,2,1,copilot,3,yes,9
2207,ayaan,arts,copilot,1.1,exam prep,5,2,copilot,3,no,6
2207,ayaan,arts,copilot,1.1,notes,5,2,copilot,3,no,6
2208,krishna,arts,copilot,1.6,content writing,2,-3,gemini,3,no,9
2209,ishaan,engineering,copilot,1.6,assignments,3,-3,gemini,4,no,1
2209,ishaan,engineering,copilot,1.6,coding help,3,-3,gemini,4,no,1
2210,rudra,engineering,copilot,1.6,assignments,3,-3,gemini,4,no,1
2210,rudra,engineering,copilot,1.6,coding help,3,-3,gemini,4,no,1
2211,dhruv,science,copilot,3.1,content writing,5,0,chatgpt,2,no,9
2212,kabir,science,copilot,3.1,content writing,5,0,chatgpt,2,no,9
2213,atharv,science,copilot,3.1,content writing,5,0,chatgpt,2,no,9
2214,om,science,copilot,2.7,mcq practice,3,0,other,4,no,5
2214,om,science,copilot,2.7,projects,3,0,other,4,no,5
2215,anaya,arts,gemini,1.9,mcq practice,5,-1,gemini,3,yes,3
2215,anaya,arts,midjourney,1.9,mcq practice,5,-1,gemini,3,yes,3
2215,anaya,arts,gemini,1.9,projects,5,-1,gemini,3,yes,3
2215,anaya,arts,midjourney,1.9,projects,5,-1,gemini,3,yes,3
2216,siya,management,chatgpt,2.3,exam prep,4,-3,copilot,2,no,5
2216,siya,management,copilot,2.3,exam prep,4,-3,copilot,2,no,5
2216,siya,management,chatgpt,2.3,notes,4,-3,copilot,2,no,5
2216,siya,management,copilot,2.3,notes,4,-3,copilot,2,no,5
2217,diya,science,chatgpt,2.8,doubt solving,2,0,other,1,yes,7
2217,diya,science,gemini,2.8,doubt solving,2,0,other,1,yes,7
2217,diya,science,copilot,2.8,doubt solving,2,0,other,1,yes,7
2217,diya,science,chatgpt,2.8,resume writing,2,0,other,1,yes,7
2217,diya,science,gemini,2.8,resume writing,2,0,other,1,yes,7
2217,diya,science,copilot,2.8,resume writing,2,0,other,1,yes,7
2218,myra,agriculture,gemini,2.5,content writing,4,-2,copilot,4,no,9
2218,myra,agriculture,midjourney,2.5,content writing,4,-2,copilot,4,no,9
2219,aadhya,medical,copilot,0.6,mcq practice,3,0,other,3,no,5
2219,aadhya,medical,copilot,0.6,projects,3,0,other,3,no,5
2220,riya,science,copilot,2.4,exam prep,4,3,gemini,4,yes,10
2220,riya,science,copilot,2.4,notes,4,3,gemini,4,yes,10
2221,pari,medical,chatgpt,2.7,doubt solving,3,3,other,1,no,3
2221,pari,medical,copilot,2.7,doubt solving,3,3,other,1,no,3
2221,pari,medical,chatgpt,2.7,resume writing,3,3,other,1,no,3
2221,pari,medical,copilot,2.7,resume writing,3,3,other,1,no,3
2222,anika,medical,chatgpt,2.7,doubt solving,3,3,other,1,no,3
2222,anika,medical,copilot,2.7,doubt solving,3,3,other,1,no,3
2222,anika,medical,chatgpt,2.7,resume writing,3,3,other,1,no,3
2222,anika,medical,copilot,2.7,resume writing,3,3,other,1,no,3
2223,ira,commerce,gemini,0.7,mcq practice,3,-3,other,3,yes,5
2223,ira,commerce,gemini,0.7,projects,3,-3,other,3,yes,5
2224,meera,science,copilot,4.2,mcq practice,2,0,gemini,1,yes,6
2224,meera,science,copilot,4.2,projects,2,0,gemini,1,yes,6
2225,saanvi,engineering,gemini,3.6,assignments,5,1,chatgpt,1,yes,10
2225,saanvi,engineering,gemini,3.6,coding help,5,1,chatgpt,1,yes,10
2226,navya,agriculture,gemini,3.2,assignments,3,1,other,3,yes,1
2226,navya,agriculture,midjourney,3.2,assignments,3,1,other,3,yes,1
2226,navya,agriculture,gemini,3.2,coding help,3,1,other,3,yes,1
2226,navya,agriculture,midjourney,3.2,coding help,3,1,other,3,yes,1
2227,aarohi,science,copilot,0.7,learning new topics,3,-1,gemini,3,no,3
2228,prisha,science,copilot,0.7,learning new topics,3,-1,gemini,3,no,3
2229,ishita,science,copilot,0.7,learning new topics,3,-1,gemini,3,no,3
2230,rakhi,commerce,copilot,4.5,doubt solving,3,-1,other,2,yes,6
2230,rakhi,commerce,copilot,4.5,resume writing,3,-1,other,2,yes,6
2231,ramya,agriculture,gemini,3.5,mcq practice,4,2,other,2,no,10
2231,ramya,agriculture,midjourney,3.5,mcq practice,4,2,other,2,no,10
2231,ramya,agriculture,gemini,3.5,projects,4,2,other,2,no,10
2231,ramya,agriculture,midjourney,3.5,projects,4,2,other,2,no,10
2232,sneha,hotel-management,gemini,3.3,content writing,1,1,copilot,3,yes,10
2232,sneha,hotel-management,midjourney,3.3,content writing,1,1,copilot,3,yes,10
2233,divya,agriculture,chatgpt,3.1,mcq practice,5,-2,copilot,1,no,7
2233,divya,agriculture,gemini,3.1,mcq practice,5,-2,copilot,1,no,7
2233,divya,agriculture,copilot,3.1,mcq practice,5,-2,copilot,1,no,7
2233,divya,agriculture,chatgpt,3.1,projects,5,-2,copilot,1,no,7
2233,divya,agriculture,gemini,3.1,projects,5,-2,copilot,1,no,7
2233,divya,agriculture,copilot,3.1,projects,5,-2,copilot,1,no,7
2234,neha,commerce,gemini,2.9,exam prep,5,3,gemini,3,yes,2
2234,neha,commerce,midjourney,2.9,exam prep,5,3,gemini,3,yes,2
2234,neha,commerce,gemini,2.9,notes,5,3,gemini,3,yes,2
2234,neha,commerce,midjourney,2.9,notes,5,3,gemini,3,yes,2
2235,pooja,agriculture,gemini,1.8,assignments,4,3,chatgpt,1,no,2
2235,pooja,agriculture,gemini,1.8,coding help,4,3,chatgpt,1,no,2
2236,kavya,law,chatgpt,0.8,doubt solving,2,-2,other,1,yes,7
2236,kavya,law,copilot,0.8,doubt solving,2,-2,other,1,yes,7
2236,kavya,law,chatgpt,0.8,resume writing,2,-2,other,1,yes,7
2236,kavya,law,copilot,0.8,resume writing,2,-2,other,1,yes,7
2237,aishwarya,medical,gemini,0.6,mcq practice,2,-1,gemini,4,yes,7
2237,aishwarya,medical,gemini,0.6,projects,2,-1,gemini,4,yes,7
2238,shreya,engineering,chatgpt,3.1,learning new topics,1,2,gemini,2,no,2
2239,nandini,hotel-management,gemini,3.8,assignments,5,3,copilot,3,no,2
2239,nandini,hotel-management,midjourney,3.8,assignments,5,3,copilot,3,no,2
2239,nandini,hotel-management,gemini,3.8,coding help,5,3,copilot,3,no,2
2239,nandini,hotel-management,midjourney,3.8,coding help,5,3,copilot,3,no,2
2240,aarav,hotel-management,copilot,2.1,doubt solving,4,3,gemini,3,yes,4
2240,aarav,hotel-management,copilot,2.1,resume writing,4,3,gemini,3,yes,4
2241,vivaan,management,chatgpt,4.2,learning new topics,1,-3,chatgpt,2,yes,2
2241,vivaan,management,copilot,4.2,learning new topics,1,-3,chatgpt,2,yes,2
2242,aditya,engineering,chatgpt,0.6,mcq practice,2,3,gemini,3,no,2
2242,aditya,engineering,chatgpt,0.6,projects,2,3,gemini,3,no,2
2243,vihaan,commerce,chatgpt,1.4,exam prep,2,0,chatgpt,2,no,4
2243,vihaan,commerce,gemini,1.4,exam prep,2,0,chatgpt,2,no,4
2243,vihaan,commerce,copilot,1.4,exam prep,2,0,chatgpt,2,no,4
2243,vihaan,commerce,chatgpt,1.4,notes,2,0,chatgpt,2,no,4
2243,vihaan,commerce,gemini,1.4,notes,2,0,chatgpt,2,no,4
2243,vihaan,commerce,copilot,1.4,notes,2,0,chatgpt,2,no,4
2244,arjun,commerce,copilot,4.4,exam prep,5,3,copilot,4,no,7
2244,arjun,commerce,copilot,4.4,notes,5,3,copilot,4,no,7
2245,sai,law,chatgpt,4.4,mcq practice,2,-1,chatgpt,4,no,10
2245,sai,law,copilot,4.4,mcq practice,2,-1,chatgpt,4,no,10
2245,sai,law,chatgpt,4.4,projects,2,-1,chatgpt,4,no,10
2245,sai,law,copilot,4.4,projects,2,-1,chatgpt,4,no,10
2246,reyansh,hotel-management,chatgpt,2.1,assignments,5,-1,other,4,no,10
2246,reyansh,hotel-management,copilot,2.1,assignments,5,-1,other,4,no,10
2246,reyansh,hotel-management,chatgpt,2.1,coding help,5,-1,other,4,no,10
2246,reyansh,hotel-management,copilot,2.1,coding help,5,-1,other,4,no,10
2247,ayaan,medical,copilot,0.6,mcq practice,1,2,copilot,2,yes,1
2247,ayaan,medical,copilot,0.6,projects,1,2,copilot,2,yes,1
2248,krishna,management,gemini,0.6,learning new topics,4,1,gemini,2,no,7
2249,ishaan,commerce,chatgpt,2.6,mcq practice,1,2,chatgpt,1,yes,1
2249,ishaan,commerce,chatgpt,2.6,projects,1,2,chatgpt,1,yes,1
2250,rudra,engineering,chatgpt,0.6,assignments,5,-3,other,3,no,2
2250,rudra,engineering,copilot,0.6,assignments,5,-3,other,3,no,2
2250,rudra,engineering,chatgpt,0.6,coding help,5,-3,other,3,no,2
2250,rudra,engineering,copilot,0.6,coding help,5,-3,other,3,no,2
2251,dhruv,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2251,dhruv,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2251,dhruv,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2252,kabir,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2252,kabir,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2252,kabir,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2253,atharv,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2253,atharv,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2253,atharv,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2254,om,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2254,om,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2254,om,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2255,anaya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2255,anaya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2255,anaya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2256,siya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2256,siya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2256,siya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2257,diya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2257,diya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2257,diya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2258,myra,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2258,myra,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2258,myra,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2259,aadhya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2259,aadhya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2259,aadhya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2260,riya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2260,riya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2260,riya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2261,pari,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2261,pari,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2261,pari,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2262,anika,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2262,anika,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2262,anika,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2263,ira,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2263,ira,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2263,ira,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2264,meera,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2264,meera,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2264,meera,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2265,saanvi,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2265,saanvi,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2265,saanvi,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2266,navya,arts,chatgpt,3.0,content writing,2,3,gemini,2,yes,8
2266,navya,arts,gemini,3.0,content writing,2,3,gemini,2,yes,8
2266,navya,arts,copilot,3.0,content writing,2,3,gemini,2,yes,8
2267,aarohi,engineering,chatgpt,1.3,mcq practice,3,-1,other,1,yes,10
2267,aarohi,engineering,gemini,1.3,mcq practice,3,-1,other,1,yes,10
2267,aarohi,engineering,copilot,1.3,mcq practice,3,-1,other,1,yes,10
2267,aarohi,engineering,chatgpt,1.3,projects,3,-1,other,1,yes,10
2267,aarohi,engineering,gemini,1.3,projects,3,-1,other,1,yes,10
2267,aarohi,engineering,copilot,1.3,projects,3,-1,other,1,yes,10
2268,prisha,law,chatgpt,3.3,mcq practice,3,1,copilot,4,no,1
2268,prisha,law,copilot,3.3,mcq practice,3,1,copilot,4,no,1
2268,prisha,law,chatgpt,3.3,projects,3,1,copilot,4,no,1
2268,prisha,law,copilot,3.3,projects,3,1,copilot,4,no,1
2269,ishita,commerce,gemini,1.3,content writing,5,3,copilot,3,no,9
2269,ishita,commerce,midjourney,1.3,content writing,5,3,copilot,3,no,9
2270,rakhi,management,gemini,0.9,doubt solving,4,2,copilot,1,no,9
2270,rakhi,management,gemini,0.9,resume writing,4,2,copilot,1,no,9
2271,ramya,science,chatgpt,2.7,doubt solving,3,-1,other,4,yes,6
2271,ramya,science,copilot,2.7,doubt solving,3,-1,other,4,yes,6
2271,ramya,science,chatgpt,2.7,resume writing,3,-1,other,4,yes,6
2271,ramya,science,copilot,2.7,resume writing,3,-1,other,4,yes,6
2272,sneha,agriculture,copilot,3.5,assignments,4,-3,copilot,4,no,1
2272,sneha,agriculture,copilot,3.5,coding help,4,-3,copilot,4,no,1
2273,divya,arts,chatgpt,2.7,exam prep,5,3,copilot,3,no,4
2273,divya,arts,copilot,2.7,exam prep,5,3,copilot,3,no,4
2273,divya,arts,chatgpt,2.7,notes,5,3,copilot,3,no,4
2273,divya,arts,copilot,2.7,notes,5,3,copilot,3,no,4
2274,neha,arts,gemini,2.0,doubt solving,1,-2,gemini,4,yes,6
2274,neha,arts,gemini,2.0,resume writing,1,-2,gemini,4,yes,6
2275,pooja,pharmacy,chatgpt,1.0,exam prep,4,1,chatgpt,1,no,8
2275,pooja,pharmacy,chatgpt,1.0,notes,4,1,chatgpt,1,no,8
2276,kavya,pharmacy,chatgpt,1.0,exam prep,4,1,chatgpt,1,no,8
2276,kavya,pharmacy,chatgpt,1.0,notes,4,1,chatgpt,1,no,8
2277,aishwarya,medical,chatgpt,3.9,assignments,2,0,chatgpt,1,no,5
2277,aishwarya,medical,chatgpt,3.9,coding help,2,0,chatgpt,1,no,5
2278,shreya,arts,chatgpt,3.8,exam prep,4,0,chatgpt,4,yes,9
2278,shreya,arts,chatgpt,3.8,notes,4,0,chatgpt,4,yes,9
2279,nandini,hotel-management,gemini,3.0,assignments,5,-3,other,4,no,1
2279,nandini,hotel-management,midjourney,3.0,assignments,5,-3,other,4,no,1
2279,nandini,hotel-management,gemini,3.0,coding help,5,-3,other,4,no,1
2279,nandini,hotel-management,midjourney,3.0,coding help,5,-3,other,4,no,1
2280,aarav,law,chatgpt,4.1,doubt solving,5,-1,other,4,no,5
2280,aarav,law,copilot,4.1,doubt solving,5,-1,other,4,no,5
2280,aarav,law,chatgpt,4.1,resume writing,5,-1,other,4,no,5
2280,aarav,law,copilot,4.1,resume writing,5,-1,other,4,no,5
2281,vivaan,commerce,gemini,3.9,assignments,4,2,gemini,2,no,8
2281,vivaan,commerce,midjourney,3.9,assignments,4,2,gemini,2,no,8
2281,vivaan,commerce,gemini,3.9,coding help,4,2,gemini,2,no,8
2281,vivaan,commerce,midjourney,3.9,coding help,4,2,gemini,2,no,8
2282,aditya,commerce,gemini,2.2,content writing,4,-1,chatgpt,4,yes,2
2283,vihaan,hotel-management,gemini,3.2,learning new topics,1,-2,gemini,2,no,9
2284,arjun,medical,copilot,0.7,doubt solving,5,-1,gemini,4,no,1
2284,arjun,medical,copilot,0.7,resume writing,5,-1,gemini,4,no,1
2285,sai,engineering,chatgpt,2.2,content writing,4,2,gemini,1,yes,2
2286,reyansh,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2286,reyansh,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2286,reyansh,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2286,reyansh,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2287,ayaan,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2287,ayaan,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2287,ayaan,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2287,ayaan,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2288,krishna,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2288,krishna,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2288,krishna,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2288,krishna,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2289,ishaan,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2289,ishaan,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2289,ishaan,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2289,ishaan,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2290,rudra,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2290,rudra,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2290,rudra,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2290,rudra,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2291,dhruv,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2291,dhruv,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2291,dhruv,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2291,dhruv,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2292,kabir,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2292,kabir,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2292,kabir,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2292,kabir,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2293,atharv,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2293,atharv,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2293,atharv,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2293,atharv,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2294,om,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2294,om,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2294,om,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2294,om,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2295,anaya,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2295,anaya,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2295,anaya,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2295,anaya,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2296,siya,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2296,siya,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2296,siya,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2296,siya,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2297,diya,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2297,diya,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2297,diya,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2297,diya,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2298,myra,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2298,myra,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2298,myra,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2298,myra,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2299,aadhya,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2299,aadhya,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2299,aadhya,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2299,aadhya,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2300,riya,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2300,riya,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2300,riya,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2300,riya,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2301,pari,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2301,pari,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2301,pari,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2301,pari,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2302,anika,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2302,anika,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2302,anika,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2302,anika,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2303,ira,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2303,ira,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2303,ira,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2303,ira,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2304,meera,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2304,meera,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2304,meera,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
2304,meera,engineering,copilot,3.8,notes,3,1,gemini,3,yes,7
2305,saanvi,engineering,chatgpt,3.8,exam prep,3,1,gemini,3,yes,7
2305,saanvi,engineering,copilot,3.8,exam prep,3,1,gemini,3,yes,7
2305,saanvi,engineering,chatgpt,3.8,notes,3,1,gemini,3,yes,7
