Student_Name,College_Name,Stream,Year_of_Study,AI_Tools_Used,Daily_Usage_Hours,Use_Cases,Trust_in_AI_Tools,Impact_on_Grades,Do_Professors_Allow_Use,Preferred_AI_Tool,Awareness_Level,Willing_to_Pay_for_Access,Device_Used,Internet_Access,Student_ID
myra,"govind ramnath kare college of law, south goa",law,1,chatgpt,1.1,coding help,1,0,yes,copilot,4,yes,mobile,medium,1538
myra,"govind ramnath kare college of law, south goa",law,1,chatgpt,1.1,resume writing,1,0,yes,copilot,4,yes,mobile,medium,1538
aadhya,shaheed rajguru college of applied sciences for,science,4,other,2.7,content writing,4,5,no,claude,9,yes,mobile,high,1539
aadhya,shaheed rajguru college of applied sciences for,science,4,other,2.7,projects,4,5,no,claude,9,yes,mobile,high,1539
aadhya,shaheed rajguru college of applied sciences for,science,4,other,2.7,resume writing,4,5,no,claude,9,yes,mobile,high,1539
riya,bfit group of institutions,engineering,1,chatgpt,1.6,mcq practice,1,-4,yes,chatgpt,8,yes,mobile,high,1540
riya,bfit group of institutions,engineering,1,chatgpt,1.6,resume writing,1,-4,yes,chatgpt,8,yes,mobile,high,1540
pari,international institute of information technology,engineering,3,gemini,1.9,coding help,5,2,no,gemini,5,yes,laptop,poor,1541
pari,international institute of information technology,engineering,3,gemini,1.9,doubt solving,5,2,no,gemini,5,yes,laptop,poor,1541
pari,international institute of information technology,engineering,3,gemini,1.9,learning new topics,5,2,no,gemini,5,yes,laptop,poor,1541
anika,"government polytechnic college, bandipora",engineering,3,bard,2.0,doubt solving,1,1,yes,claude,8,yes,laptop,poor,1542
anika,"government polytechnic college, bandipora",engineering,3,bard,2.0,assignments,1,1,yes,claude,8,yes,laptop,poor,1542
anika,"government polytechnic college, bandipora",engineering,3,bard,2.0,projects,1,1,yes,claude,8,yes,laptop,poor,1542
ira,doon business school,management,4,chatgpt,0.6,content writing,4,-3,no,other,7,yes,mobile,high,1543
ira,doon business school,management,4,chatgpt,0.6,resume writing,4,-3,no,other,7,yes,mobile,high,1543
ira,doon business school,management,4,chatgpt,0.6,mcq practice,4,-3,no,other,7,yes,mobile,high,1543
meera,dr. d.y. patil institute of pharmaceutical sciences,pharmacy,4,other,3.0,exam prep,2,3,yes,claude,5,no,tablet,poor,1544
meera,dr. d.y. patil institute of pharmaceutical sciences,pharmacy,4,other,3.0,doubt solving,2,3,yes,claude,5,no,tablet,poor,1544
meera,dr. d.y. patil institute of pharmaceutical sciences,pharmacy,4,other,3.0,content writing,2,3,yes,claude,5,no,tablet,poor,1544
saanvi,"maratha mandal college of pharmacy, belgaum",pharmacy,3,copilot,1.9,assignments,2,0,no,other,10,no,tablet,high,1545
navya,rabindranath tagore university,science,4,chatgpt,2.4,projects,1,5,yes,gemini,4,no,tablet,medium,1546
navya,rabindranath tagore university,science,4,chatgpt,2.4,learning new topics,1,5,yes,gemini,4,no,tablet,medium,1546
aarohi,"opjs university, churu",management,1,copilot,1.0,assignments,5,0,yes,claude,7,yes,laptop,high,1547
prisha,"guru nanak college, chennai",science,4,bard,0.6,projects,3,4,yes,claude,2,no,laptop,high,1548
prisha,"guru nanak college, chennai",science,4,bard,0.6,doubt solving,3,4,yes,claude,2,no,laptop,high,1548
ishita,"lr institute of engineering and technology, solan",engineering,3,gemini,3.3,projects,4,5,yes,bard,4,no,laptop,high,1549
ishita,"lr institute of engineering and technology, solan",engineering,3,gemini,3.3,mcq practice,4,5,yes,bard,4,no,laptop,high,1549
rakhi,madhav university,agriculture,3,bard,2.3,coding help,5,-4,no,copilot,2,yes,laptop,poor,1550
ramya,"government maharani laxmi bai girls pg college,",science,3,chatgpt,3.4,doubt solving,4,5,no,gemini,7,no,laptop,medium,1551
ramya,"government maharani laxmi bai girls pg college,",science,3,chatgpt,3.4,content writing,4,5,no,gemini,7,no,laptop,medium,1551
sneha,"post graduate government college, chandigarh",arts,4,other,3.9,assignments,5,-3,no,gemini,8,no,tablet,medium,1552
divya,jaypee university of information technology,engineering,4,bard,3.8,doubt solving,2,0,no,gemini,4,no,tablet,poor,1553
neha,himgiri zee university,arts,3,claude,2.3,mcq practice,4,-1,no,other,3,no,tablet,medium,1554
pooja,"asutosh college, kolkata",commerce,2,claude,1.6,mcq practice,1,-2,no,claude,8,yes,laptop,poor,1555
kavya,"lady keane college, shillong",management,1,gemini,1.2,assignments,3,-1,yes,other,1,yes,mobile,poor,1556
aishwarya,virudhunagar hindu nadar's senthikumara nadar college,commerce,1,copilot,3.2,projects,3,5,yes,claude,3,yes,mobile,medium,1557
shreya,chandigarh university,commerce,1,bard,3.5,doubt solving,1,-2,yes,copilot,6,no,tablet,high,1558
shreya,chandigarh university,commerce,1,bard,3.5,content writing,1,-2,yes,copilot,6,no,tablet,high,1558
shreya,chandigarh university,commerce,1,bard,3.5,mcq practice,1,-2,yes,copilot,6,no,tablet,high,1558
nandini,maharshi dayanand university,medical,2,claude,1.5,resume writing,2,-1,no,claude,5,yes,laptop,high,1559
aarav,himalayan university,agriculture,3,other,4.8,doubt solving,4,5,yes,copilot,3,yes,laptop,poor,1560
aarav,himalayan university,agriculture,3,other,4.8,projects,4,5,yes,copilot,3,yes,laptop,poor,1560
vivaan,university of mysore,agriculture,3,copilot,0.6,assignments,2,-1,no,copilot,6,yes,tablet,poor,1561
vivaan,university of mysore,agriculture,3,copilot,0.6,doubt solving,2,-1,no,copilot,6,yes,tablet,poor,1561
vivaan,university of mysore,agriculture,3,copilot,0.6,learning new topics,2,-1,no,copilot,6,yes,tablet,poor,1561
aditya,mehr chand mahajan dayanand anglo vedic college,management,4,claude,0.5,content writing,1,-2,no,gemini,3,no,tablet,high,1562
aditya,mehr chand mahajan dayanand anglo vedic college,management,4,claude,0.5,doubt solving,1,-2,no,gemini,3,no,tablet,high,1562
vihaan,shaheed rajguru college of applied sciences for,science,4,chatgpt,1.7,exam prep,4,1,no,other,7,no,mobile,high,1563
arjun,"icfai university, raipur",engineering,3,bard,0.8,doubt solving,4,-5,yes,other,3,no,tablet,high,1564
arjun,"icfai university, raipur",engineering,3,bard,0.8,learning new topics,4,-5,yes,other,3,no,tablet,high,1564
sai,aaft university of media and arts,engineering,1,claude,1.4,learning new topics,1,-3,yes,bard,3,no,laptop,high,1565
sai,aaft university of media and arts,engineering,1,claude,1.4,coding help,1,-3,yes,bard,3,no,laptop,high,1565
reyansh,hans raj mahila maha vidyalaya,law,4,other,1.1,learning new topics,3,-2,yes,claude,6,no,laptop,medium,1566
ayaan,dr. s. s. bhatnagar university institute of,science,2,chatgpt,4.8,mcq practice,2,-1,yes,chatgpt,7,no,tablet,high,1567
ayaan,dr. s. s. bhatnagar university institute of,science,2,chatgpt,4.8,coding help,2,-1,yes,chatgpt,7,no,tablet,high,1567
ayaan,dr. s. s. bhatnagar university institute of,science,2,chatgpt,4.8,doubt solving,2,-1,yes,chatgpt,7,no,tablet,high,1567
krishna,assam rajiv gandhi university of cooperative management,law,2,chatgpt,4.8,coding help,1,3,no,claude,8,yes,mobile,medium,1568
ishaan,"poona college of pharmacy, pune",pharmacy,2,gemini,4.8,content writing,4,-3,no,gemini,10,yes,laptop,medium,1569
ishaan,"poona college of pharmacy, pune",pharmacy,2,gemini,4.8,exam prep,4,-3,no,gemini,10,yes,laptop,medium,1569
rudra,acharya narendra dev college,science,2,claude,1.3,assignments,3,-1,yes,bard,8,yes,laptop,high,1570
dhruv,government degree college,commerce,4,chatgpt,0.5,learning new topics,4,5,yes,other,7,yes,tablet,high,1571
kabir,nirma university,commerce,3,chatgpt,0.9,assignments,3,-2,no,copilot,10,yes,mobile,poor,1572
atharv,n. l. dalmia institute of management studies,management,4,copilot,4.9,learning new topics,1,4,yes,copilot,3,no,laptop,poor,1573
atharv,n. l. dalmia institute of management studies,management,4,copilot,4.9,resume writing,1,4,yes,copilot,3,no,laptop,poor,1573
atharv,n. l. dalmia institute of management studies,management,4,copilot,4.9,content writing,1,4,yes,copilot,3,no,laptop,poor,1573
om,"presidency university, school of management, bangalore",management,2,chatgpt,1.9,projects,1,0,yes,gemini,8,no,tablet,poor,1574
om,"presidency university, school of management, bangalore",management,2,chatgpt,1.9,resume writing,1,0,yes,gemini,8,no,tablet,poor,1574
om,"presidency university, school of management, bangalore",management,2,chatgpt,1.9,exam prep,1,0,yes,gemini,8,no,tablet,poor,1574
anaya,empee institute of hotel management and catering,hotel-management,4,copilot,4.6,content writing,4,-3,no,other,8,yes,tablet,high,1575
anaya,empee institute of hotel management and catering,hotel-management,4,copilot,4.6,learning new topics,4,-3,no,other,8,yes,tablet,high,1575
siya,"st. xavier's college, mumbai",arts,4,chatgpt,1.4,mcq practice,2,-5,no,copilot,3,yes,laptop,medium,1576
diya,baddi university of emerging sciences and technologies,medical,4,chatgpt,2.5,doubt solving,4,-4,yes,chatgpt,6,yes,mobile,high,1577
diya,baddi university of emerging sciences and technologies,medical,4,chatgpt,2.5,exam prep,4,-4,yes,chatgpt,6,yes,mobile,high,1577
diya,baddi university of emerging sciences and technologies,medical,4,chatgpt,2.5,mcq practice,4,-4,yes,chatgpt,6,yes,mobile,high,1577
myra,"p.p. savani university, surat",commerce,2,gemini,3.9,mcq practice,5,4,yes,claude,2,yes,laptop,poor,1578
myra,"p.p. savani university, surat",commerce,2,gemini,3.9,assignments,5,4,yes,claude,2,yes,laptop,poor,1578
aadhya,"bhattadev university, pathsala",arts,1,copilot,0.6,coding help,5,-4,no,gemini,1,yes,laptop,high,1579
aadhya,"bhattadev university, pathsala",arts,1,copilot,0.6,projects,5,-4,no,gemini,1,yes,laptop,high,1579
aadhya,"bhattadev university, pathsala",arts,1,copilot,0.6,resume writing,5,-4,no,gemini,1,yes,laptop,high,1579
riya,osmania university,arts,4,claude,3.3,assignments,1,5,no,copilot,10,no,mobile,poor,1580
riya,osmania university,arts,4,claude,3.3,learning new topics,1,5,no,copilot,10,no,mobile,poor,1580
pari,swami vivekanand college of computer science,science,3,copilot,4.1,coding help,4,-1,yes,gemini,7,yes,mobile,high,1581
pari,swami vivekanand college of computer science,science,3,copilot,4.1,projects,4,-1,yes,gemini,7,yes,mobile,high,1581
pari,swami vivekanand college of computer science,science,3,copilot,4.1,assignments,4,-1,yes,gemini,7,yes,mobile,high,1581
anika,"vivekananda degree college, bangalore",arts,2,claude,4.0,resume writing,3,2,no,other,5,no,laptop,medium,1582
anika,"vivekananda degree college, bangalore",arts,2,claude,4.0,coding help,3,2,no,other,5,no,laptop,medium,1582
ira,dibrugarh hanumanbux surajmal kanoi college,arts,1,copilot,2.8,exam prep,4,-1,no,chatgpt,7,yes,tablet,medium,1583
ira,dibrugarh hanumanbux surajmal kanoi college,arts,1,copilot,2.8,projects,4,-1,no,chatgpt,7,yes,tablet,medium,1583
meera,"baba baruadas pg college, ambedkar nagar",arts,4,other,2.4,doubt solving,3,2,yes,other,3,yes,tablet,high,1584
saanvi,belagavi institute of medical sciences,medical,1,copilot,2.6,exam prep,3,-3,yes,other,5,yes,tablet,high,1585
navya,"yenepoya university, mangalore",pharmacy,3,bard,0.7,assignments,5,-4,no,claude,2,yes,tablet,poor,1586
aarohi,bharathiar university,medical,3,copilot,1.6,doubt solving,1,-4,no,gemini,3,no,mobile,high,1587
prisha,iiebm indus business school,management,4,other,1.8,exam prep,3,0,yes,gemini,3,no,tablet,poor,1588
prisha,iiebm indus business school,management,4,other,1.8,doubt solving,3,0,yes,gemini,3,no,tablet,poor,1588
prisha,iiebm indus business school,management,4,other,1.8,content writing,3,0,yes,gemini,3,no,tablet,poor,1588
ishita,st. xavier's university,management,3,other,1.0,assignments,1,-5,yes,other,8,no,tablet,medium,1589
ishita,st. xavier's university,management,3,other,1.0,doubt solving,1,-5,yes,other,8,no,tablet,medium,1589
ishita,st. xavier's university,management,3,other,1.0,mcq practice,1,-5,yes,other,8,no,tablet,medium,1589
rakhi,sri sri university,medical,4,copilot,3.3,learning new topics,3,-4,yes,gemini,1,yes,mobile,medium,1590
rakhi,sri sri university,medical,4,copilot,3.3,projects,3,-4,yes,gemini,1,yes,mobile,medium,1590
rakhi,sri sri university,medical,4,copilot,3.3,exam prep,3,-4,yes,gemini,1,yes,mobile,medium,1590
ramya,dr babasaheb ambedkar open university,medical,2,chatgpt,1.4,resume writing,5,-2,yes,copilot,8,no,laptop,medium,1591
ramya,dr babasaheb ambedkar open university,medical,2,chatgpt,1.4,mcq practice,5,-2,yes,copilot,8,no,laptop,medium,1591
ramya,dr babasaheb ambedkar open university,medical,2,chatgpt,1.4,exam prep,5,-2,yes,copilot,8,no,laptop,medium,1591
sneha,hindustan college of engineering,engineering,1,chatgpt,1.2,exam prep,4,2,yes,claude,10,yes,mobile,high,1592
divya,baba ghulam shah badshah university,arts,4,chatgpt,2.0,projects,4,2,no,chatgpt,8,yes,laptop,poor,1593
neha,"uttaranchal institute of management, dehradun",commerce,4,gemini,3.7,assignments,3,3,yes,copilot,7,yes,mobile,poor,1594
neha,"uttaranchal institute of management, dehradun",commerce,4,gemini,3.7,projects,3,3,yes,copilot,7,yes,mobile,poor,1594
neha,"uttaranchal institute of management, dehradun",commerce,4,gemini,3.7,content writing,3,3,yes,copilot,7,yes,mobile,poor,1594
pooja,st francis de sales college,arts,3,claude,3.6,resume writing,3,-2,no,copilot,8,no,tablet,poor,1595
kavya,"narayan zantye college of commerce, north goa",management,3,bard,4.3,exam prep,4,1,no,claude,3,no,laptop,medium,1596
kavya,"narayan zantye college of commerce, north goa",management,3,bard,4.3,resume writing,4,1,no,claude,3,no,laptop,medium,1596
kavya,"narayan zantye college of commerce, north goa",management,3,bard,4.3,doubt solving,4,1,no,claude,3,no,laptop,medium,1596
aishwarya,"nshm knowledge campus, kolkata",science,1,other,2.7,mcq practice,2,4,no,chatgpt,7,no,laptop,high,1597
shreya,"srinivas university, mangalore",medical,2,bard,0.7,learning new topics,3,0,yes,gemini,9,yes,mobile,high,1598
nandini,"besant theosophical college, madanapalle",commerce,4,chatgpt,3.3,doubt solving,2,2,no,copilot,6,no,tablet,high,1599
aarav,sri guru granth sahib world university,engineering,2,other,4.4,coding help,4,-4,yes,bard,10,yes,tablet,poor,1600
aarav,sri guru granth sahib world university,engineering,2,other,4.4,assignments,4,-4,yes,bard,10,yes,tablet,poor,1600
aarav,sri guru granth sahib world university,engineering,2,other,4.4,mcq practice,4,-4,yes,bard,10,yes,tablet,poor,1600
vivaan,william carey university,engineering,1,gemini,3.3,learning new topics,2,-1,no,bard,8,no,mobile,high,1601
aditya,"srm engineering college, kanchipuram",engineering,3,copilot,4.2,mcq practice,4,1,yes,gemini,8,no,laptop,poor,1602
vihaan,"st anthony's college, shillong",arts,2,chatgpt,1.7,projects,2,-3,no,gemini,3,yes,laptop,high,1603
vihaan,"st anthony's college, shillong",arts,2,chatgpt,1.7,learning new topics,2,-3,no,gemini,3,yes,laptop,high,1603
vihaan,"st anthony's college, shillong",arts,2,chatgpt,1.7,exam prep,2,-3,no,gemini,3,yes,laptop,high,1603
arjun,aiph university,medical,4,bard,4.1,assignments,2,-5,yes,chatgpt,6,yes,laptop,poor,1604
arjun,aiph university,medical,4,bard,4.1,exam prep,2,-5,yes,chatgpt,6,yes,laptop,poor,1604
sai,icfai business school,science,4,chatgpt,2.3,resume writing,5,-5,no,claude,7,yes,tablet,medium,1605
reyansh,"bir tikendrajit university, imphal",pharmacy,3,copilot,0.5,doubt solving,4,2,yes,bard,10,yes,tablet,high,1606
reyansh,"bir tikendrajit university, imphal",pharmacy,3,copilot,0.5,resume writing,4,2,yes,bard,10,yes,tablet,high,1606
ayaan,"bimala prasad chaliha college, kamrup",science,4,gemini,4.5,assignments,5,0,no,other,3,yes,mobile,poor,1607
krishna,"pragjyotish college, guwahati",engineering,3,bard,2.0,resume writing,5,4,no,gemini,5,yes,tablet,high,1608
krishna,"pragjyotish college, guwahati",engineering,3,bard,2.0,assignments,5,4,no,gemini,5,yes,tablet,high,1608
krishna,"pragjyotish college, guwahati",engineering,3,bard,2.0,exam prep,5,4,no,gemini,5,yes,tablet,high,1608
ishaan,indian institute of sugarcane research,science,1,copilot,1.7,learning new topics,1,2,no,bard,1,yes,laptop,poor,1609
ishaan,indian institute of sugarcane research,science,1,copilot,1.7,coding help,1,2,no,bard,1,yes,laptop,poor,1609
ishaan,indian institute of sugarcane research,science,1,copilot,1.7,assignments,1,2,no,bard,1,yes,laptop,poor,1609
rudra,national institute of technology,engineering,2,copilot,1.8,resume writing,2,-4,no,bard,10,no,laptop,high,1610
rudra,national institute of technology,engineering,2,copilot,1.8,projects,2,-4,no,bard,10,no,laptop,high,1610
rudra,national institute of technology,engineering,2,copilot,1.8,content writing,2,-4,no,bard,10,no,laptop,high,1610
dhruv,vardhman institute of medical sciences,medical,1,gemini,3.7,coding help,1,1,yes,claude,4,no,mobile,high,1611
dhruv,vardhman institute of medical sciences,medical,1,gemini,3.7,doubt solving,1,1,yes,claude,4,no,mobile,high,1611
kabir,acharya nagarjuna university,law,4,bard,3.0,content writing,4,2,no,other,7,yes,mobile,high,1612
kabir,acharya nagarjuna university,law,4,bard,3.0,exam prep,4,2,no,other,7,yes,mobile,high,1612
atharv,"institute of management, nirma university, ahmedabad",commerce,2,claude,3.7,doubt solving,5,-4,yes,claude,8,yes,tablet,poor,1613
om,techno global university,management,3,chatgpt,3.2,coding help,3,4,no,chatgpt,9,yes,mobile,medium,1614
om,techno global university,management,3,chatgpt,3.2,doubt solving,3,4,no,chatgpt,9,yes,mobile,medium,1614
anaya,hidayatullah national law university,law,3,copilot,1.9,assignments,2,4,no,chatgpt,5,no,mobile,poor,1615
anaya,hidayatullah national law university,law,3,copilot,1.9,resume writing,2,4,no,chatgpt,5,no,mobile,poor,1615
siya,national institute of technology,engineering,4,chatgpt,1.1,coding help,4,2,no,bard,8,no,laptop,medium,1616
siya,national institute of technology,engineering,4,chatgpt,1.1,assignments,4,2,no,bard,8,no,laptop,medium,1616
diya,maulana azad national institute of technology,science,2,gemini,2.8,exam prep,2,0,yes,bard,10,yes,laptop,medium,1617
diya,maulana azad national institute of technology,science,2,gemini,2.8,doubt solving,2,0,yes,bard,10,yes,laptop,medium,1617
myra,"mats school of law, raipur",law,4,copilot,2.9,exam prep,1,-3,yes,bard,5,no,tablet,high,1618
myra,"mats school of law, raipur",law,4,copilot,2.9,content writing,1,-3,yes,bard,5,no,tablet,high,1618
myra,"mats school of law, raipur",law,4,copilot,2.9,learning new topics,1,-3,yes,bard,5,no,tablet,high,1618
aadhya,"amity university, patna",management,1,gemini,4.8,assignments,4,3,yes,chatgpt,9,yes,mobile,high,1619
aadhya,"amity university, patna",management,1,gemini,4.8,mcq practice,4,3,yes,chatgpt,9,yes,mobile,high,1619
aadhya,"amity university, patna",management,1,gemini,4.8,projects,4,3,yes,chatgpt,9,yes,mobile,high,1619
riya,the neotia university,management,2,gemini,4.2,exam prep,5,4,no,claude,10,no,laptop,poor,1620
riya,the neotia university,management,2,gemini,4.2,coding help,5,4,no,claude,10,no,laptop,poor,1620
riya,the neotia university,management,2,gemini,4.2,projects,5,4,no,claude,10,no,laptop,poor,1620
pari,"nagaland university, zunhebotto",engineering,3,claude,1.3,doubt solving,3,1,no,chatgpt,2,yes,tablet,high,1621
anika,seth gs medical college,pharmacy,3,gemini,1.3,resume writing,3,1,yes,chatgpt,10,no,mobile,medium,1622
ira,national institute of technology,science,1,copilot,2.3,resume writing,3,-1,no,chatgpt,1,yes,mobile,high,1623
ira,national institute of technology,science,1,copilot,2.3,projects,3,-1,no,chatgpt,1,yes,mobile,high,1623
meera,government engineering college,engineering,2,claude,2.8,projects,1,0,no,bard,7,yes,laptop,poor,1624
meera,government engineering college,engineering,2,claude,2.8,coding help,1,0,no,bard,7,yes,laptop,poor,1624
meera,government engineering college,engineering,2,claude,2.8,resume writing,1,0,no,bard,7,yes,laptop,poor,1624
saanvi,"andhra university, college of science & technology,",commerce,4,other,1.6,content writing,5,4,yes,gemini,9,yes,laptop,high,1625
navya,"parvatibai chowgule college of arts and science, salcete",arts,4,claude,0.9,doubt solving,2,0,yes,gemini,9,no,tablet,poor,1626
navya,"parvatibai chowgule college of arts and science, salcete",arts,4,claude,0.9,mcq practice,2,0,yes,gemini,9,no,tablet,poor,1626
navya,"parvatibai chowgule college of arts and science, salcete",arts,4,claude,0.9,projects,2,0,yes,gemini,9,no,tablet,poor,1626
aarohi,sarosh institute of hotel administration,hotel-management,1,chatgpt,4.2,content writing,1,2,no,bard,5,no,laptop,high,1627
aarohi,sarosh institute of hotel administration,hotel-management,1,chatgpt,4.2,resume writing,1,2,no,bard,5,no,laptop,high,1627
aarohi,sarosh institute of hotel administration,hotel-management,1,chatgpt,4.2,assignments,1,2,no,bard,5,no,laptop,high,1627
prisha,lady hardinge medical college,medical,2,bard,4.3,assignments,5,4,yes,copilot,2,no,tablet,medium,1628
prisha,lady hardinge medical college,medical,2,bard,4.3,resume writing,5,4,yes,copilot,2,no,tablet,medium,1628
ishita,"rayat bahra group of institutions: ropar campus,",law,2,other,3.0,projects,5,3,no,other,6,no,tablet,high,1629
ishita,"rayat bahra group of institutions: ropar campus,",law,2,other,3.0,mcq practice,5,3,no,other,6,no,tablet,high,1629
rakhi,panjab university,hotel-management,3,gemini,3.5,learning new topics,4,4,no,chatgpt,3,yes,tablet,poor,1630
rakhi,panjab university,hotel-management,3,gemini,3.5,mcq practice,4,4,no,chatgpt,3,yes,tablet,poor,1630
ramya,"dr. m.g.r. educational and research institute, chennai",pharmacy,1,chatgpt,3.5,doubt solving,4,3,yes,other,2,yes,tablet,medium,1631
ramya,"dr. m.g.r. educational and research institute, chennai",pharmacy,1,chatgpt,3.5,exam prep,4,3,yes,other,2,yes,tablet,medium,1631
sneha,martin luther christian university,arts,1,copilot,4.9,learning new topics,2,-5,yes,claude,6,yes,laptop,medium,1632
sneha,martin luther christian university,arts,1,copilot,4.9,projects,2,-5,yes,claude,6,yes,laptop,medium,1632
divya,aryabhatta knowledge university,commerce,2,other,0.6,learning new topics,1,4,no,other,4,yes,laptop,medium,1633
divya,aryabhatta knowledge university,commerce,2,other,0.6,mcq practice,1,4,no,other,4,yes,laptop,medium,1633
neha,"jamia hamdard university, new delhi",medical,1,copilot,2.7,mcq practice,4,-4,no,bard,9,yes,mobile,high,1634
neha,"jamia hamdard university, new delhi",medical,1,copilot,2.7,assignments,4,-4,no,bard,9,yes,mobile,high,1634
neha,"jamia hamdard university, new delhi",medical,1,copilot,2.7,coding help,4,-4,no,bard,9,yes,mobile,high,1634
pooja,sanskar institute of management & information techonogy,hotel-management,2,other,3.8,resume writing,2,-4,yes,copilot,10,no,tablet,high,1635
pooja,sanskar institute of management & information techonogy,hotel-management,2,other,3.8,coding help,2,-4,yes,copilot,10,no,tablet,high,1635
pooja,sanskar institute of management & information techonogy,hotel-management,2,other,3.8,content writing,2,-4,yes,copilot,10,no,tablet,high,1635
kavya,akal college of public health and hospital,medical,3,gemini,4.3,doubt solving,5,-1,no,chatgpt,7,no,laptop,high,1636
aishwarya,aligarh muslim university,pharmacy,4,copilot,1.0,exam prep,5,-5,yes,chatgpt,5,no,tablet,medium,1637
aishwarya,aligarh muslim university,pharmacy,4,copilot,1.0,doubt solving,5,-5,yes,chatgpt,5,no,tablet,medium,1637
aishwarya,aligarh muslim university,pharmacy,4,copilot,1.0,resume writing,5,-5,yes,chatgpt,5,no,tablet,medium,1637
shreya,nirmala college of pharmacy,pharmacy,3,chatgpt,2.3,coding help,2,1,yes,gemini,4,yes,laptop,poor,1638
shreya,nirmala college of pharmacy,pharmacy,3,chatgpt,2.3,assignments,2,1,yes,gemini,4,yes,laptop,poor,1638
nandini,"lady keane college, shillong",science,1,other,3.3,exam prep,4,-5,no,copilot,4,yes,laptop,poor,1639
aarav,synetic business school,management,3,chatgpt,4.2,mcq practice,5,4,no,chatgpt,8,yes,mobile,poor,1640
aarav,synetic business school,management,3,chatgpt,4.2,coding help,5,4,no,chatgpt,8,yes,mobile,poor,1640
aarav,synetic business school,management,3,chatgpt,4.2,projects,5,4,no,chatgpt,8,yes,mobile,poor,1640
vivaan,"nagaland university, zunhebotto",law,1,claude,1.9,coding help,4,-5,no,bard,7,yes,mobile,medium,1641
vivaan,"nagaland university, zunhebotto",law,1,claude,1.9,resume writing,4,-5,no,bard,7,yes,mobile,medium,1641
vivaan,"nagaland university, zunhebotto",law,1,claude,1.9,assignments,4,-5,no,bard,7,yes,mobile,medium,1641
aditya,"oriental school of hotel management lakkidi, wayanad",science,1,bard,0.7,projects,5,1,yes,bard,10,yes,laptop,high,1642
aditya,"oriental school of hotel management lakkidi, wayanad",science,1,bard,0.7,coding help,5,1,yes,bard,10,yes,laptop,high,1642
vihaan,"pk roy memorial college, dhanbad",commerce,4,claude,4.5,coding help,1,2,no,bard,4,yes,mobile,high,1643
vihaan,"pk roy memorial college, dhanbad",commerce,4,claude,4.5,learning new topics,1,2,no,bard,4,yes,mobile,high,1643
vihaan,"pk roy memorial college, dhanbad",commerce,4,claude,4.5,exam prep,1,2,no,bard,4,yes,mobile,high,1643
arjun,farooqia college of pharmacy,pharmacy,1,bard,4.1,resume writing,5,-1,no,claude,8,yes,mobile,medium,1644
sai,dharma apparao college,commerce,2,chatgpt,0.8,projects,3,4,yes,gemini,8,no,tablet,medium,1645
sai,dharma apparao college,commerce,2,chatgpt,0.8,learning new topics,3,4,yes,gemini,8,no,tablet,medium,1645
reyansh,"union christian college, shillong",commerce,3,copilot,4.9,resume writing,5,3,yes,claude,6,no,mobile,medium,1646
reyansh,"union christian college, shillong",commerce,3,copilot,4.9,assignments,5,3,yes,claude,6,no,mobile,medium,1646
reyansh,"union christian college, shillong",commerce,3,copilot,4.9,coding help,5,3,yes,claude,6,no,mobile,medium,1646
ayaan,shri govindram seksaria institute of technology and,pharmacy,2,chatgpt,2.0,exam prep,3,4,no,bard,5,yes,laptop,medium,1647
ayaan,shri govindram seksaria institute of technology and,pharmacy,2,chatgpt,2.0,doubt solving,3,4,no,bard,5,yes,laptop,medium,1647
ayaan,shri govindram seksaria institute of technology and,pharmacy,2,chatgpt,2.0,content writing,3,4,no,bard,5,yes,laptop,medium,1647
krishna,chouksey engineering college,management,1,claude,4.4,exam prep,2,-5,yes,other,4,no,tablet,medium,1648
ishaan,"indira gandhi college of arts and science, pondicherry",commerce,2,claude,3.8,projects,4,-3,yes,copilot,1,yes,laptop,high,1649
ishaan,"indira gandhi college of arts and science, pondicherry",commerce,2,claude,3.8,mcq practice,4,-3,yes,copilot,1,yes,laptop,high,1649
rudra,sam higginbottom university of agriculture technology and,commerce,1,gemini,1.8,learning new topics,1,-5,yes,gemini,5,yes,mobile,poor,1650
dhruv,jagdishprasad jhabarmal tibrewala university,hotel-management,2,copilot,4.3,resume writing,2,-5,yes,copilot,2,yes,tablet,medium,1651
kabir,"amity university, raipur",science,4,other,4.0,learning new topics,2,-1,no,gemini,6,no,tablet,medium,1652
atharv,symbiosis law school,law,4,other,0.8,resume writing,2,-2,no,other,6,yes,tablet,medium,1653
om,lm thapar school of management,management,2,chatgpt,3.9,mcq practice,2,0,yes,chatgpt,5,no,tablet,poor,1654
om,lm thapar school of management,management,2,chatgpt,3.9,content writing,2,0,yes,chatgpt,5,no,tablet,poor,1654
om,lm thapar school of management,management,2,chatgpt,3.9,projects,2,0,yes,chatgpt,5,no,tablet,poor,1654
anaya,"icfai university, raipur",commerce,4,gemini,3.8,coding help,5,1,no,claude,9,no,mobile,medium,1655
anaya,"icfai university, raipur",commerce,4,gemini,3.8,resume writing,5,1,no,claude,9,no,mobile,medium,1655
siya,international institute of management sciences,hotel-management,3,bard,3.6,exam prep,5,1,yes,gemini,4,no,laptop,high,1656
siya,international institute of management sciences,hotel-management,3,bard,3.6,doubt solving,5,1,yes,gemini,4,no,laptop,high,1656
